deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
bats;fireball;furnace;goblin-gang;hog-rider;mini-pekka;princess;zap,127,11,0.53846
bats;fireball;furnace;goblin-gang;hog-rider;musketeer;pekka;zap,165,34,0.55952
bats;fireball;furnace;goblin-gang;hog-rider;valkyrie;wizard;zap,179,48,0.50824
bats;fireball;furnace;guards;hog-rider;the-log;valkyrie;wizard,147,10,0.5
bats;fireball;furnace;hog-rider;ice-golem;mini-pekka;musketeer;the-log,226,30,0.59825
bats;fireball;furnace;hog-rider;inferno-dragon;mega-knight;witch;zap,179,12,0.51648
bats;fireball;furnace;hog-rider;skeleton-army;valkyrie;wizard;zap,212,33,0.46744
bats;fireball;furnace;mega-knight;skeleton-army;valkyrie;wizard;zap,145,17,0.52703
bats;fireball;giant-skeleton;hog-rider;skeleton-army;valkyrie;wizard;zap,233,36,0.50212
bats;fireball;giant-snowball;goblin-gang;hog-rider;minion-horde;mortar;spear-goblins,118,34,0.52479
bats;fireball;giant-snowball;goblin-gang;miner;mortar;pekka;spear-goblins,113,28,0.43534
bats;fireball;giant-snowball;goblin-gang;miner;mortar;prince;rascals,199,40,0.50743
bats;fireball;giant-snowball;goblin-gang;miner;mortar;rascals;skeleton-barrel,180,48,0.53825
bats;fireball;giant-snowball;hog-rider;ice-golem;mini-pekka;musketeer;skeletons,134,41,0.5146
bats;fireball;giant;goblin-barrel;skeleton-army;valkyrie;wizard;zap,170,14,0.5289
bats;fireball;giant;goblin-gang;hog-rider;valkyrie;witch;zap,122,23,0.548
bats;fireball;giant;goblin-gang;mega-minion;mini-pekka;witch;zap,198,37,0.50995
bats;fireball;giant;goblin-gang;mega-minion;skeleton-army;sparky;zap,175,52,0.57022
bats;fireball;giant;goblin-gang;minion-horde;mini-pekka;sparky;zap,157,46,0.5625
bats;fireball;giant;goblin-gang;minion-horde;minions;sparky;zap,743,133,0.54491
bats;fireball;giant;goblin-gang;minion-horde;sparky;spear-goblins;zap,17509,4083,0.50388
bats;fireball;giant;goblin-gang;minions;musketeer;prince;zap,117,34,0.44583
bats;fireball;giant;goblin-gang;sparky;spear-goblins;the-log;zap,310,30,0.52077
bats;fireball;giant;goblin-gang;sparky;spear-goblins;wizard;zap,179,55,0.47802
bats;fireball;giant;ice-spirit;mini-pekka;musketeer;the-log;zap,771,117,0.5562
bats;fireball;giant;inferno-tower;valkyrie;witch;wizard;zap,123,11,0.45635
bats;fireball;giant;lumberjack;mega-minion;miner;witch;zap,238,15,0.47718
bats;fireball;giant;lumberjack;mega-minion;sparky;spear-goblins;zap,214,75,0.52304
bats;fireball;giant;mega-minion;royal-ghost;sparky;spear-goblins;zap,779,229,0.5243
bats;fireball;giant;minions;mini-pekka;musketeer;the-log;zap,321,56,0.55556
bats;fireball;giant;night-witch;rage;valkyrie;witch;zap,136,10,0.54317
bats;fireball;giant;rage;skeleton-army;valkyrie;witch;wizard,400,43,0.5
bats;fireball;goblin-barrel;goblin-gang;goblin-hut;inferno-dragon;mega-knight;zap,113,10,0.4569
bats;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;princess;the-log,1365,148,0.53143
bats;fireball;goblin-barrel;goblin-gang;hog-rider;valkyrie;wizard;zap,114,24,0.49145
bats;fireball;goblin-barrel;goblin-gang;ice-golem;inferno-dragon;mega-knight;zap,293,30,0.51351
bats;fireball;goblin-barrel;goblin-gang;ice-spirit;knight;princess;the-log,115,10,0.53814
bats;fireball;goblin-barrel;goblin-gang;inferno-dragon;mega-knight;miner;zap,114,35,0.52137
bats;fireball;goblin-barrel;goblin-gang;inferno-tower;knight;princess;zap,419,48,0.53199
bats;fireball;goblin-barrel;goblin-gang;inferno-tower;mega-knight;princess;the-log,217,40,0.45455
bats;fireball;goblin-barrel;goblin-gang;princess;tesla;valkyrie;zap,193,15,0.46939
bats;fireball;goblin-barrel;hog-rider;inferno-tower;skeleton-army;the-log;zap,173,12,0.47443
bats;fireball;goblin-barrel;hog-rider;mini-pekka;skeleton-army;valkyrie;wizard,137,19,0.51786
bats;fireball;goblin-barrel;inferno-tower;mega-knight;skeleton-army;the-log;wizard,242,20,0.52245
bats;fireball;goblin-gang;goblin-giant;miner;minion-horde;sparky;zap,246,35,0.46787
bats;fireball;goblin-gang;golem;minion-horde;rage;skeleton-army;wizard,119,17,0.60656
bats;fireball;goblin-gang;hog-rider;ice-golem;inferno-dragon;lumberjack;zap,185,73,0.4734
bats;fireball;goblin-gang;hog-rider;ice-golem;inferno-tower;rascals;zap,175,90,0.39326
bats;fireball;goblin-gang;hog-rider;ice-spirit;knight;tesla;the-log,135,32,0.52899
bats;fireball;goblin-gang;hog-rider;ice-spirit;knight;tesla;zap,290,85,0.57167
bats;fireball;goblin-gang;hog-rider;ice-spirit;knight;three-musketeers;zap,170,29,0.54046
bats;fireball;goblin-gang;hog-rider;ice-spirit;mini-pekka;musketeer;the-log,117,30,0.50417
bats;fireball;goblin-gang;hog-rider;ice-spirit;mini-pekka;princess;the-log,377,33,0.52105
bats;fireball;goblin-gang;hog-rider;ice-spirit;mini-pekka;princess;zap,270,38,0.50733
bats;fireball;goblin-gang;hog-rider;ice-spirit;pekka;spear-goblins;zap,121,17,0.56855
bats;fireball;goblin-gang;hog-rider;ice-wizard;inferno-dragon;mega-knight;zap,510,75,0.50585
bats;fireball;goblin-gang;hog-rider;inferno-dragon;mega-knight;mini-pekka;zap,554,107,0.53142
bats;fireball;goblin-gang;hog-rider;inferno-dragon;mega-knight;musketeer;zap,126,33,0.56977
bats;fireball;goblin-gang;hog-rider;inferno-dragon;mega-knight;princess;the-log,171,20,0.52586
bats;fireball;goblin-gang;hog-rider;inferno-dragon;mini-pekka;valkyrie;zap,234,32,0.49789
bats;fireball;goblin-gang;hog-rider;inferno-dragon;mortar;rascals;the-log,166,40,0.55621
bats;fireball;goblin-gang;hog-rider;inferno-tower;knight;musketeer;zap,183,30,0.5457
bats;fireball;goblin-gang;hog-rider;inferno-tower;knight;spear-goblins;zap,650,124,0.51685
bats;fireball;goblin-gang;hog-rider;inferno-tower;mega-knight;princess;zap,359,27,0.48066
bats;fireball;goblin-gang;hog-rider;inferno-tower;mega-knight;valkyrie;zap,393,44,0.5303
bats;fireball;goblin-gang;hog-rider;inferno-tower;the-log;valkyrie;wizard,294,47,0.5
bats;fireball;goblin-gang;hog-rider;inferno-tower;valkyrie;wizard;zap,423,114,0.50235
bats;fireball;goblin-gang;hog-rider;knight;mini-pekka;musketeer;zap,210,33,0.57042
bats;fireball;goblin-gang;hog-rider;knight;mini-pekka;princess;the-log,283,24,0.54895
bats;fireball;goblin-gang;hog-rider;knight;mortar;spear-goblins;the-log,263,93,0.48308
bats;fireball;goblin-gang;hog-rider;knight;musketeer;pekka;zap,172,35,0.52
bats;fireball;goblin-gang;hog-rider;knight;musketeer;tesla;zap,243,80,0.54472
bats;fireball;goblin-gang;hog-rider;knight;pekka;the-log;wizard,117,20,0.5
bats;fireball;goblin-gang;hog-rider;mega-knight;pekka;wizard;zap,232,14,0.49574
bats;fireball;goblin-gang;hog-rider;mega-knight;princess;valkyrie;zap,125,11,0.48438
bats;fireball;goblin-gang;hog-rider;mega-knight;tesla;wizard;zap,191,50,0.5
bats;fireball;goblin-gang;hog-rider;mega-knight;the-log;witch;zap,144,14,0.47279
bats;fireball;goblin-gang;hog-rider;mini-pekka;princess;tesla;zap,172,25,0.56571
bats;fireball;goblin-gang;hog-rider;mini-pekka;tesla;wizard;zap,160,29,0.50307
bats;fireball;goblin-gang;hog-rider;mini-pekka;the-log;valkyrie;wizard,114,26,0.4359
bats;fireball;goblin-gang;hog-rider;mini-pekka;valkyrie;witch;zap,235,24,0.54202
bats;fireball;goblin-gang;hog-rider;minion-horde;mortar;pekka;zap,452,69,0.51099
bats;fireball;goblin-gang;hog-rider;mortar;pekka;rascals;zap,155,40,0.50316
bats;fireball;goblin-gang;hog-rider;mortar;pekka;spear-goblins;the-log,1159,170,0.53571
bats;fireball;goblin-gang;hog-rider;mortar;prince;spear-goblins;the-log,129,35,0.50379
bats;fireball;goblin-gang;hog-rider;mortar;spear-goblins;the-log;valkyrie,273,63,0.53442
bats;fireball;goblin-gang;hog-rider;pekka;princess;wizard;zap,241,36,0.51844
bats;fireball;goblin-gang;hog-rider;pekka;skeleton-army;wizard;zap,479,55,0.52075
bats;fireball;goblin-gang;hog-rider;pekka;tesla;the-log;zap,216,29,0.53196
bats;fireball;goblin-gang;hog-rider;pekka;the-log;tornado;wizard,184,30,0.55882
bats;fireball;goblin-gang;hog-rider;pekka;the-log;wizard;zap,831,150,0.54736
bats;fireball;goblin-gang;hog-rider;royal-giant;skeleton-army;wizard;zap,202,10,0.5
bats;fireball;goblin-gang;hog-rider;tesla;valkyrie;wizard;zap,488,102,0.53666
bats;fireball;goblin-gang;inferno-dragon;miner;mortar;rascals;the-log,269,92,0.45956
bats;fireball;goblin-gang;inferno-tower;knight;miner;princess;the-log,145,32,0.52703
bats;fireball;goblin-gang;inferno-tower;mega-knight;miner;skeleton-barrel;zap,130,16,0.51128
bats;fireball;goblin-gang;inferno-tower;miner;mortar;rascals;the-log,222,28,0.55556
bats;fireball;goblin-gang;mega-minion;miner;mortar;rascals;the-log,341,72,0.55087
bats;fireball;goblin-gang;mega-minion;pekka;royal-giant;spear-goblins;the-log,211,39,0.58178
bats;fireball;goblin-gang;miner;minion-horde;mortar;prince;the-log,3553,1051,0.4903
bats;fireball;goblin-gang;miner;mortar;musketeer;prince;the-log,290,65,0.49829
bats;fireball;goblin-gang;miner;mortar;musketeer;rascals;the-log,641,124,0.51941
bats;fireball;goblin-gang;miner;mortar;pekka;spear-goblins;zap,2949,572,0.52456
bats;fireball;goblin-gang;miner;mortar;prince;rascals;zap,2251,416,0.50444
bats;fireball;goblin-gang;miner;mortar;prince;the-log;wizard,148,27,0.45364
bats;fireball;goblin-gang;miner;mortar;rascals;skeleton-barrel;the-log,709,125,0.54073
bats;fireball;goblin-gang;miner;mortar;rascals;spear-goblins;the-log,69390,12807,0.51568
bats;fireball;goblin-gang;miner;mortar;rascals;spear-goblins;zap,12255,2743,0.51146
bats;fireball;goblin-gang;miner;mortar;rascals;valkyrie;zap,133,43,0.49632
bats;fireball;goblin-gang;mini-pekka;royal-giant;spear-goblins;the-log;zap,229,11,0.53017
bats;fireball;goblin-gang;minion-horde;mortar;ram-rider;rascals;the-log,1699,571,0.44624
bats;fireball;goblin-gang;minion-horde;royal-giant;sparky;spear-goblins;zap,136,41,0.55755
bats;fireball;goblin-giant;lumberjack;mega-minion;sparky;spear-goblins;zap,598,265,0.48752
bats;fireball;goblins;hog-rider;ice-golem;inferno-dragon;mega-knight;the-log,159,43,0.56173
bats;fireball;goblins;hog-rider;ice-golem;inferno-tower;mega-knight;zap,290,54,0.48123
bats;fireball;goblins;hog-rider;ice-golem;musketeer;pekka;the-log,125,22,0.55078
bats;fireball;goblins;hog-rider;knight;musketeer;tesla;the-log,221,38,0.57589
bats;fireball;goblins;hog-rider;mini-pekka;musketeer;the-log;zap,171,15,0.56034
bats;fireball;goblins;hog-rider;musketeer;tesla;the-log;valkyrie,189,34,0.53646
bats;fireball;golem;lumberjack;night-witch;tornado;wizard;zap,133,11,0.48162
bats;fireball;golem;rage;skeleton-army;valkyrie;witch;wizard,133,21,0.51103
bats;fireball;guards;hog-rider;ice-golem;inferno-dragon;lumberjack;zap,272,65,0.47818
bats;fireball;guards;hog-rider;ice-spirit;musketeer;pekka;zap,252,34,0.47647
bats;fireball;guards;hog-rider;ice-wizard;inferno-dragon;mega-knight;zap,152,35,0.46129
bats;fireball;guards;hog-rider;inferno-dragon;mega-knight;tesla;zap,323,35,0.54755
bats;fireball;guards;hog-rider;mini-pekka;valkyrie;wizard;zap,147,31,0.57667
bats;fireball;guards;hog-rider;musketeer;pekka;valkyrie;zap,135,13,0.50725
bats;fireball;guards;hog-rider;pekka;tornado;wizard;zap,194,28,0.56853
bats;fireball;hog-rider;ice-golem;ice-spirit;mega-minion;mini-pekka;the-log,196,13,0.57286
bats;fireball;hog-rider;ice-golem;ice-spirit;musketeer;pekka;zap,150,34,0.60784
bats;fireball;hog-rider;ice-golem;inferno-dragon;mega-knight;the-log;zap,164,27,0.45509
bats;fireball;hog-rider;ice-golem;mini-pekka;musketeer;skeletons;zap,403,119,0.48892
bats;fireball;hog-rider;ice-golem;musketeer;tesla;the-log;valkyrie,113,27,0.49569
bats;fireball;hog-rider;ice-spirit;ice-wizard;knight;the-log;tornado,276,52,0.53943
bats;fireball;hog-rider;ice-spirit;ice-wizard;knight;tornado;zap,119,24,0.45492
bats;fireball;hog-rider;ice-spirit;inferno-dragon;knight;tornado;zap,150,13,0.5817
bats;fireball;hog-rider;ice-spirit;inferno-dragon;mini-pekka;valkyrie;zap,322,10,0.48308
bats;fireball;hog-rider;ice-spirit;knight;mini-pekka;princess;zap,122,11,0.54
bats;fireball;hog-rider;ice-spirit;knight;musketeer;tornado;zap,573,94,0.52865
bats;fireball;hog-rider;ice-spirit;knight;skeletons;tesla;zap,131,20,0.44776
bats;fireball;hog-rider;ice-spirit;musketeer;pekka;the-log;zap,253,44,0.53125
bats;fireball;hog-rider;ice-wizard;inferno-dragon;knight;mega-knight;zap,153,16,0.52885
bats;fireball;hog-rider;inferno-dragon;knight;mega-knight;spear-goblins;zap,114,16,0.55983
bats;fireball;hog-rider;inferno-dragon;mega-knight;skeleton-army;tesla;zap,163,13,0.56325
bats;fireball;hog-rider;inferno-tower;mega-knight;skeleton-army;valkyrie;wizard,187,33,0.51579
bats;fireball;hog-rider;inferno-tower;musketeer;skeleton-army;the-log;valkyrie,118,11,0.47107
bats;fireball;hog-rider;inferno-tower;princess;skeleton-army;valkyrie;zap,381,24,0.51693
bats;fireball;hog-rider;inferno-tower;skeleton-army;valkyrie;wizard;zap,640,112,0.48989
bats;fireball;hog-rider;knight;pekka;tesla;wizard;zap,311,27,0.49522
bats;fireball;hog-rider;knight;pekka;tornado;wizard;zap,364,37,0.51362
bats;fireball;hog-rider;mega-knight;mini-pekka;valkyrie;witch;zap,164,21,0.49102
bats;fireball;hog-rider;mini-pekka;musketeer;skeletons;valkyrie;zap,132,23,0.47037
bats;fireball;hog-rider;mini-pekka;musketeer;tesla;the-log;zap,182,28,0.47027
bats;fireball;hog-rider;mini-pekka;musketeer;the-log;valkyrie;zap,238,46,0.58091
bats;fireball;hog-rider;mini-pekka;tombstone;valkyrie;wizard;zap,154,18,0.5
bats;fireball;hog-rider;musketeer;pekka;the-log;valkyrie;zap,165,41,0.58333
bats;fireball;hog-rider;musketeer;skeletons;tesla;the-log;valkyrie,783,65,0.51209
bats;fireball;hog-rider;pekka;prince;skeleton-army;wizard;zap,129,18,0.51894
bats;fireball;hog-rider;pekka;princess;skeleton-army;wizard;zap,165,20,0.46131
bats;fireball;hog-rider;pekka;rage;skeleton-army;wizard;zap,231,12,0.51282
bats;fireball;hog-rider;pekka;rascals;spear-goblins;the-log;zap,898,82,0.5394
bats;fireball;hog-rider;pekka;skeleton-army;the-log;wizard;zap,420,61,0.51418
bats;fireball;hog-rider;pekka;skeleton-army;tornado;wizard;zap,307,29,0.50484
bats;fireball;hog-rider;pekka;tesla;the-log;valkyrie;wizard,191,37,0.50773
bats;fireball;hog-rider;pekka;the-log;valkyrie;wizard;zap,478,93,0.50728
bats;fireball;hog-rider;prince;skeleton-army;valkyrie;wizard;zap,531,59,0.53184
bats;fireball;hog-rider;skeleton-army;tesla;valkyrie;wizard;zap,335,46,0.47633
bats;fireball;hog-rider;skeleton-army;the-log;valkyrie;witch;wizard,196,27,0.5
bats;fireball;ice-golem;ice-spirit;ice-wizard;mini-pekka;the-log;x-bow,344,85,0.52161
bats;fireball;inferno-dragon;mega-knight;miner;royal-ghost;skeleton-barrel;zap,131,22,0.43657
bats;fireball;mega-knight;skeleton-army;valkyrie;witch;wizard;zap,171,22,0.48851
bats;fireball;miner;mortar;prince;rascals;spear-goblins;the-log,151,32,0.52273
bats;fireball;minion-horde;prince;rage;skeleton-army;valkyrie;wizard,124,17,0.4685
bats;flying-machine;furnace;pekka;poison;prince;three-musketeers;zap,748,196,0.498
bats;flying-machine;goblin-gang;miner;pekka;poison;skeleton-barrel;zap,118,19,0.52479
bats;freeze;giant-skeleton;hog-rider;inferno-tower;valkyrie;wizard;zap,187,14,0.45526
bats;freeze;giant;minions;mini-pekka;the-log;wizard;zap,197,16,0.55
bats;freeze;goblin-gang;heal;hog-rider;ice-spirit;minion-horde;mortar,1441,699,0.3518
bats;freeze;goblin-gang;hog-rider;ice-golem;mini-pekka;princess;zap,1111,183,0.54488
bats;freeze;goblin-gang;hog-rider;knight;minion-horde;mortar;zap,359,78,0.46685
bats;freeze;goblin-gang;hog-rider;mega-knight;minion-horde;tesla;zap,1317,394,0.47576
bats;freeze;goblin-gang;hog-rider;mega-knight;musketeer;princess;skeleton-army,169,43,0.48547
bats;freeze;goblin-gang;hog-rider;mega-knight;valkyrie;wizard;zap,122,28,0.528
bats;freeze;goblin-gang;hog-rider;minion-horde;mortar;spear-goblins;the-log,216,69,0.49087
bats;freeze;goblins;hog-rider;minions;mini-pekka;princess;zap,366,40,0.56911
bats;freeze;graveyard;mega-knight;mega-minion;skeleton-army;witch;zap,356,99,0.4805
bats;freeze;hog-rider;mega-knight;mini-pekka;skeleton-army;wizard;zap,123,25,0.47222
bats;furnace;goblin-barrel;hog-rider;skeleton-army;the-log;valkyrie;wizard,137,18,0.51429
bats;furnace;goblin-gang;hog-rider;mega-knight;valkyrie;wizard;zap,145,33,0.53041
bats;furnace;goblin-gang;inferno-dragon;mega-knight;miner;poison;zap,459,36,0.55195
bats;furnace;goblin-gang;inferno-dragon;mega-knight;miner;skeleton-barrel;zap,922,120,0.52378
bats;furnace;goblin-gang;inferno-dragon;miner;poison;rascals;the-log,278,16,0.50712
bats;furnace;goblin-gang;mega-knight;miner;skeleton-barrel;spear-goblins;zap,141,15,0.51042
bats;furnace;goblin-gang;miner;mini-pekka;musketeer;poison;the-log,114,13,0.63675
bats;furnace;goblin-gang;miner;musketeer;pekka;poison;the-log,366,33,0.58808
bats;furnace;goblin-gang;miner;musketeer;pekka;poison;zap,195,30,0.57071
bats;furnace;goblin-gang;poison;rascals;royal-giant;the-log;zap,138,20,0.51773
bats;furnace;inferno-dragon;mega-knight;miner;royal-ghost;skeleton-barrel;zap,330,45,0.54805
bats;giant-skeleton;goblin-barrel;goblin-gang;goblin-hut;mirror;poison;the-log,238,27,0.52697
bats;giant-skeleton;hog-rider;inferno-tower;skeleton-army;valkyrie;wizard;zap,142,34,0.51379
bats;giant-snowball;goblin-gang;hog-rider;mortar;rascals;spear-goblins;the-log,376,77,0.53166
bats;giant-snowball;goblin-gang;miner;minion-horde;mortar;skeleton-barrel;spear-goblins,1620,366,0.49199
bats;giant-snowball;goblin-gang;miner;mortar;rascals;royal-giant;spear-goblins,3814,1032,0.50354
bats;giant-snowball;goblins;hog-rider;ice-golem;inferno-dragon;mega-knight;poison,172,18,0.48286
bats;giant-snowball;heal;ice-spirit;rage;skeletons;the-log;zap,124,59,0.01181
bats;giant;goblin-gang;graveyard;skeleton-army;spear-goblins;the-log;zap,225,88,0.41447
bats;giant;goblin-gang;mega-minion;poison;prince;witch;zap,159,13,0.52778
bats;giant;goblin-gang;miner;mini-pekka;poison;witch;zap,265,23,0.50373
bats;giant;goblin-gang;miner;minion-horde;poison;sparky;zap,116,23,0.5084
bats;giant;goblin-gang;miner;minion-horde;skeleton-army;sparky;zap,164,44,0.59281
bats;giant;goblin-gang;miner;minions;sparky;wizard;zap,181,14,0.48098
bats;giant;goblin-gang;miner;poison;prince;spear-goblins;zap,257,58,0.48462
bats;giant;goblin-gang;minion-horde;skeleton-army;sparky;wizard;zap,122,25,0.504
bats;giant;goblin-gang;poison;prince;sparky;spear-goblins;zap,199,22,0.60149
bats;giant;goblin-gang;poison;prince;spear-goblins;wizard;zap,421,37,0.5566
bats;giant;rage;skeleton-army;the-log;valkyrie;witch;wizard,148,15,0.48013
bats;giant;rage;skeleton-army;valkyrie;witch;wizard;zap,169,23,0.49709
bats;goblin-barrel;goblin-gang;hog-rider;pekka;the-log;wizard;zap,132,23,0.50741
bats;goblin-barrel;goblin-gang;hog-rider;princess;skeleton-army;valkyrie;zap,171,13,0.54023
bats;goblin-barrel;goblin-gang;hog-rider;skeleton-army;the-log;valkyrie;wizard,135,18,0.5471
bats;goblin-barrel;goblin-gang;ice-golem;inferno-dragon;mega-knight;poison;zap,252,35,0.51569
bats;goblin-barrel;goblin-gang;ice-golem;mega-knight;minion-horde;princess;zap,160,25,0.57055
bats;goblin-barrel;goblin-gang;ice-golem;mega-knight;princess;rocket;the-log,135,27,0.62681
bats;goblin-barrel;goblin-gang;ice-golem;mega-knight;princess;rocket;zap,1494,196,0.52438
bats;goblin-barrel;goblin-gang;ice-spirit;inferno-tower;knight;princess;rocket,234,25,0.4789
bats;goblin-barrel;goblin-gang;ice-wizard;inferno-tower;mega-knight;princess;zap,186,10,0.51323
bats;goblin-barrel;goblin-gang;inferno-dragon;knight;mega-knight;princess;zap,7201,921,0.53873
bats;goblin-barrel;goblin-gang;inferno-dragon;knight;princess;royal-hogs;the-log,472,179,0.44316
